,movie_id,movie_imdb_id,movie_name,language,overview,release_date,status,rating,vote_count,genre,runtime,poster_url
0,19995,tt0499549,Avatar,en,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.",2009-12-10,Released,7.515,25836,"Action, Adventure, Fantasy, Science Fiction, ",162,https://image.tmdb.org/t/p/original/6EiRUJpuoeQPghrs3YNktfnqOVh.jpg
1,285,tt0449088,Pirates of the Caribbean: At World's End,en,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.",2007-05-19,Released,7.231,12301,"Adventure, Fantasy, Action, ",169,https://image.tmdb.org/t/p/original/8ORuWcrYPgjwUDyCzr7qsOlCdwn.jpg
2,206647,tt2379713,Spectre,en,"A cryptic message from Bondâs past sends him on a trail to uncover a sinister organization. While M battles political forces to keep the secret service alive, Bond peels back the layers of deceit to reveal the terrible truth behind SPECTRE.",2015-10-26,Released,6.516,9225,"Action, Adventure, Thriller, ",148,https://image.tmdb.org/t/p/original/672kUEMtTHcaVYSVY4eiHEliHFa.jpg
3,49026,tt1345836,The Dark Knight Rises,en,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",2012-07-16,Released,7.768,19797,"Action, Crime, Drama, Thriller, ",165,https://image.tmdb.org/t/p/original/hr0L2aueqlP2BYUblTTjmtn0hw4.jpg
4,49529,tt0401729,John Carter,en,"John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.",2012-03-07,Released,6.249,4813,"Action, Adventure, Science Fiction, ",132,https://image.tmdb.org/t/p/original/7GSSyUUgUEXm1rhmiPGSRuKoqnK.jpg
5,559,tt0413300,Spider-Man 3,en,"The seemingly invincible Spider-Man goes up against an all-new crop of villainsâincluding the shape-shifting Sandman. While Spider-Manâs superpowers are altered by an alien organism, his alter ego, Peter Parker, deals with nemesis Eddie Brock and also gets caught up in a love triangle.",2007-05-01,Released,6.368,11865,"Fantasy, Action, Adventure, ",139,https://image.tmdb.org/t/p/original/qFmwhVUoUSXjkKRmca5yGDEXBIj.jpg
6,38757,tt0398286,Tangled,en,"When the kingdom's most wanted-and most charming-bandit Flynn Rider hides out in a mysterious tower, he's taken hostage by Rapunzel, a beautiful and feisty tower-bound teen with 70 feet of magical, golden hair. Flynn's curious captor, who's looking for her ticket out of the tower where she's been locked away for years, strikes a deal with the handsome thief and the unlikely duo sets off on an action-packed escapade, complete with a super-cop horse, an over-protective chameleon and a gruff gang of pub thugs.",2010-11-24,Released,7.581,9561,"Animation, Family, ",100,https://image.tmdb.org/t/p/original/ym7Kst6a4uodryxqbGOxmewF235.jpg
7,99861,tt2395427,Avengers: Age of Ultron,en,"When Tony Stark tries to jumpstart a dormant peacekeeping program, things go awry and Earthâs Mightiest Heroes are put to the ultimate test as the fate of the planet hangs in the balance. As the villainous Ultron emerges, it is up to The Avengers to stop him from enacting his terrible plans, and soon uneasy alliances and unexpected action pave the way for an epic and unique global adventure.",2015-04-22,Released,7.291,20185,"Action, Adventure, Science Fiction, ",141,https://image.tmdb.org/t/p/original/4ssDuvEDkSArWEdyBl2X5EHvYKU.jpg
8,767,tt0417741,Harry Potter and the Half-Blood Prince,en,"As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again.",2009-07-07,Released,7.705,16423,"Adventure, Fantasy, ",153,https://image.tmdb.org/t/p/original/z7uo9zmQdQwU5ZJHFpv2Upl30i1.jpg
9,209112,tt2975590,Batman v Superman: Dawn of Justice,en,"Fearing the actions of a god-like Super Hero left unchecked, Gotham Cityâs own formidable, forceful vigilante takes on Metropolisâs most revered, modern-day savior, while the world wrestles with what sort of hero it really needs. And with Batman and Superman at war with one another, a new threat quickly arises, putting mankind in greater danger than itâs ever known before.",2016-03-23,Released,5.933,16032,"Action, Adventure, Fantasy, ",152,https://image.tmdb.org/t/p/original/5UsK3grJvtQrtzEgqNlDljJW96w.jpg
10,214756,tt2637276,Ted 2,en,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",2015-06-25,Released,6.267,6286,"Comedy, Fantasy, ",115,https://image.tmdb.org/t/p/original/qMOt0uy1x49OBW0jzodgRM9waW0.jpg
11,26428,tt1186830,Agora,en,"A historical drama set in Roman Egypt, concerning philosopher Hypatia of Alexandria and her relationship with her slave Davus, who is torn between his love for her and the possibility of gaining his freedom by joining the rising tide of Christianity.",2009-05-17,Released,6.958,1173,"Adventure, Drama, History, ",127,https://image.tmdb.org/t/p/original/vecqZ79S2khD43b0gInfIquuzY3.jpg
12,9824,tt0132347,Mystery Men,en,"When Champion City's hero Captain Amazing is kidnapped by the recently paroled supervillain Casanova Frankenstein, a trio of average, everyday superheroes -- Mr. Furious, the Shoveler and the Blue Raja -- assemble a new super team to save him.",1999-08-06,Released,5.763,663,"Adventure, Fantasy, Action, Comedy, Science Fiction, ",121,https://image.tmdb.org/t/p/original/3O2uzpG97ndCeAWgS22rNB2xL6N.jpg
13,50359,tt1411704,Hop,en,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In L.A., he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",2011-03-30,Released,5.731,1021,"Animation, Comedy, Family, ",95,https://image.tmdb.org/t/p/original/hRa9MJTgCbSuL3h2CVPwUdYOWJH.jpg
14,11015,tt0120004,The Relic,en,A homicide detective teams up with an evolutionary biologist to hunt a giant creature that is killing people in a Chicago museum.,1997-01-10,Released,5.9,404,"Horror, Mystery, Thriller, ",110,https://image.tmdb.org/t/p/original/3MpMbZTrXp6ccrir16nV7YTJ4vx.jpg
15,1452,tt0348150,Superman Returns,en,"Superman returns to discover his 5-year absence has allowed Lex Luthor to walk free, and that those he was closest to felt abandoned and have moved on. Luthor plots his ultimate revenge that could see millions killed and change the face of the planet forever, as well as ridding himself of the Man of Steel.",2006-06-28,Released,5.709,3508,"Science Fiction, Action, Adventure, ",154,https://image.tmdb.org/t/p/original/qIegbn6DSUYmggfwxOBNOVS35q.jpg
16,10764,tt0830515,Quantum of Solace,en,"Quantum of Solace continues the adventures of James Bond after Casino Royale. Betrayed by Vesper, the woman he loved, 007 fights the urge to make his latest mission personal. Pursuing his determination to uncover the truth, Bond and M interrogate Mr. White, who reveals that the organization that blackmailed Vesper is far more complex and dangerous than anyone had imagined.",2008-10-31,Released,6.304,6689,"Adventure, Action, Thriller, Crime, ",106,https://image.tmdb.org/t/p/original/e3DXXLJHGqMx9yYpXsql1XNljmM.jpg
17,58,tt0383574,Pirates of the Caribbean: Dead Man's Chest,en,Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,2006-07-06,Released,7.327,13706,"Adventure, Fantasy, Action, ",151,https://image.tmdb.org/t/p/original/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg
18,57201,tt1210819,The Lone Ranger,en,"The Texas Rangers chase down a gang of outlaws led by Butch Cavendish, but the gang ambushes the Rangers, seemingly killing them all. One survivor is found, however, by an American Indian named Tonto, who nurses him back to health. The Ranger, donning a mask and riding a white stallion named Silver, teams up with Tonto to bring the unscrupulous gang and others of that ilk to justice.",2013-07-03,Released,6.08,5197,"Action, Adventure, Western, ",149,https://image.tmdb.org/t/p/original/p3OvQFa5lhbwSAhPygwnlugie1d.jpg
19,49521,tt0770828,Man of Steel,en,"A young boy learns that he has extraordinary powers and is not of this earth. As a young man, he journeys to discover where he came from and what he was sent here to do. But the hero in him must emerge if he is to save the world from annihilation and become the symbol of hope for all mankind.",2013-06-12,Released,6.591,13306,"Action, Adventure, Science Fiction, ",143,https://image.tmdb.org/t/p/original/7rIPjn5TUK04O25ZkMyHrGNPgLx.jpg
20,2454,tt0499448,The Chronicles of Narnia: Prince Caspian,en,"One year after their incredible adventures in the Lion, the Witch and the Wardrobe, Peter, Edmund, Lucy and Susan Pevensie return to Narnia to aid a young prince whose life has been threatened by the evil King Miraz. Now, with the help of a colorful cast of new characters, including Trufflehunter the badger and Nikabrik the dwarf, the Pevensie clan embarks on an incredible quest to ensure that Narnia is returned to its rightful heir.",2008-05-15,Released,6.614,5414,"Adventure, Family, Fantasy, ",150,https://image.tmdb.org/t/p/original/qxz3WIyjZiSKUhaTIEJ3c1GcC9z.jpg
21,24428,tt0848228,The Avengers,en,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",2012-04-25,Released,7.706,27323,"Science Fiction, Action, Adventure, ",143,https://image.tmdb.org/t/p/original/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg
22,1865,tt1298650,Pirates of the Caribbean: On Stranger Tides,en,"Captain Jack Sparrow crosses paths with a woman from his past, and he's not sure if it's love -- or if she's a ruthless con artist who's using him to find the fabled Fountain of Youth. When she forces him aboard the Queen Anne's Revenge, the ship of the formidable pirate Blackbeard, Jack finds himself on an unexpected adventure in which he doesn't know who to fear more: Blackbeard or the woman from his past.",2011-05-14,Released,6.525,12180,"Adventure, Action, Fantasy, ",137,https://image.tmdb.org/t/p/original/keGfSvCmYj7CvdRx36OdVrAEibE.jpg
23,41154,tt1409024,Men in Black 3,en,"Agents J and K are back...in time. J has seen some inexplicable things in his 15 years with the Men in Black, but nothing, not even aliens, perplexes him as much as his wry, reticent partner. But when K's life and the fate of the planet are put at stake, Agent J will have to travel back in time to put things right. J discovers that there are secrets to the universe that K never told him - secrets that will reveal themselves as he teams up with the young Agent K to save his partner, the agency, and the future of humankind.",2012-05-23,Released,6.49,8991,"Action, Comedy, Science Fiction, ",106,https://image.tmdb.org/t/p/original/90DdoEStzeObs96fsYf4GG544iN.jpg
24,122917,tt2310332,The Hobbit: The Battle of the Five Armies,en,"Immediately after the events of The Desolation of Smaug, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",2014-12-10,Released,7.298,12173,"Action, Adventure, Fantasy, ",144,https://image.tmdb.org/t/p/original/xT98tLqatZPQApyRmlPL12LtiWp.jpg
25,48988,tt0480687,Hall Pass,en,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages, they grant the guys a 'hall pass'âone week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single lifeâand themselvesâare completely and hilariously out of sync with reality.",2011-02-25,Released,5.6,1661,"Comedy, Romance, ",105,https://image.tmdb.org/t/p/original/HqwUkeLOm6PUvcMntKvN0iSNR.jpg
26,9008,tt0140352,The Insider,en,"Tells the true story of a 60 Minutes television series exposÃ© of the tobacco industry, as seen through the eyes of a real tobacco executive, Jeffrey Wigand.",1999-03-10,Released,7.475,1457,"Drama, Thriller, ",158,https://image.tmdb.org/t/p/original/w695X0FvTlBCS7GSLHNILnrfqPm.jpg
27,300673,tt2025690,The Finest Hours,en,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,2016-01-27,Released,6.576,1373,"Action, Drama, History, Thriller, ",117,https://image.tmdb.org/t/p/original/6UG91TJ4DKI6FGdqXZfDBeRZHX8.jpg
28,980078,tt19623240,Winnie the Pooh: Blood and Honey,en,"After being abandoned by a college-bound Christopher Robin, Pooh and Piglet go on a rampage.",,Post Production,0.0,0,"Horror, Thriller, ",0,https://image.tmdb.org/t/p/original/wtFwgFFk1ze789ghcadWGEVjj3N.jpg
29,77875,tt1540128,Playing for Keeps,en,A former sports star who's fallen on hard times starts coaching his son's soccer team in an attempt to get his life together.,2012-11-29,Released,5.6,589,"Comedy, Romance, ",106,https://image.tmdb.org/t/p/original/jYv6MqOoAIpxZd6ydJ4S5S2QHDZ.jpg
30,2176,tt0221218,The Glass House,en,"When Ruby and Rhett's parents are killed in a car accident, their carefree teenage lives are suddenly shattered. Moving to an incredible house in Malibu with the Glasses', old friends of the family, seems to be the beginning of a new life for them.",2001-09-14,Released,5.884,785,"Drama, Thriller, ",107,https://image.tmdb.org/t/p/original/6z52uWRcOHte8NFte2gXK0ApBPM.jpg
31,1930,tt0948470,The Amazing Spider-Man,en,"Peter Parker is an outcast high schooler abandoned by his parents as a boy, leaving him to be raised by his Uncle Ben and Aunt May. Like most teenagers, Peter is trying to figure out who he is and how he got to be the person he is today. As Peter discovers a mysterious briefcase that belonged to his father, he begins a quest to understand his parents' disappearance â leading him directly to Oscorp and the lab of Dr. Curt Connors, his father's former partner. As Spider-Man is set on a collision course with Connors' alter ego, The Lizard, Peter will make life-altering choices to use his powers and shape his destiny to become a hero.",2012-06-23,Released,6.671,15147,"Action, Adventure, Fantasy, ",136,https://image.tmdb.org/t/p/original/fSbqPbqXa7ePo8bcnZYN9AHv6zA.jpg
32,20662,tt0955308,Robin Hood,en,"When soldier Robin happens upon the dying Robert of Loxley, he promises to return the man's sword to his family in Nottingham. There, he assumes Robert's identity; romances his widow, Marion; and draws the ire of the town's sheriff and King John's henchman, Godfrey.",2010-05-12,Released,6.387,3901,"Adventure, Action, History, ",140,https://image.tmdb.org/t/p/original/9NS5QGOfck24yL3bZqWeW06PgPC.jpg
33,57158,tt1170358,The Hobbit: The Desolation of Smaug,en,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.",2013-12-11,Released,7.572,11204,"Fantasy, Adventure, Action, ",161,https://image.tmdb.org/t/p/original/xQYiXsheRCDBA39DOrmaw1aSpbk.jpg
34,2268,tt0385752,The Golden Compass,en,"After overhearing a shocking secret, precocious orphan Lyra Belacqua trades her carefree existence roaming the halls of Jordan College for an otherworldly adventure in the far North, unaware that it's part of her destiny.",2007-12-04,Released,6.035,3947,"Adventure, Fantasy, ",113,https://image.tmdb.org/t/p/original/lyaS7S4emzEaYUcSnCvyqfJpOcA.jpg
35,254,tt0360717,King Kong,en,"In 1933 New York, an overly ambitious movie producer coerces his cast and hired ship crew to travel to mysterious Skull Island, where they encounter Kong, a giant ape who is immediately smitten with the leading lady.",2005-12-12,Released,6.844,6689,"Adventure, Drama, Action, ",187,https://image.tmdb.org/t/p/original/6a2HY6UmD7XiDD3NokgaBAXEsD2.jpg
36,597,tt0120338,Titanic,en,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancÃ©. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its deathâon its first and last voyageâon April 15, 1912.",1997-11-18,Released,7.877,21356,"Drama, Romance, ",194,https://image.tmdb.org/t/p/original/9xjZS2rlVxm8SFx8kPC3aIGCOYQ.jpg
37,271110,tt3498820,Captain America: Civil War,en,"Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.",2016-04-27,Released,7.437,20128,"Adventure, Action, Science Fiction, ",147,https://image.tmdb.org/t/p/original/rAGiXaUfPzY7CDEyNKUofk3Kw2e.jpg
38,44833,tt1440129,Battleship,en,"When mankind beams a radio signal into space, a reply comes from âPlanet Gâ, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential that his brother, and his fiancÃ©e's fatherâan Admiralâexpect of him.",2012-04-11,Released,5.783,4755,"Thriller, Action, Adventure, Science Fiction, ",131,https://image.tmdb.org/t/p/original/mXb3hot6ZW4hMfpZSK7UtD70WgM.jpg
39,507086,tt8041270,Jurassic World Dominion,en,"Four years after Isla Nublar was destroyed, dinosaurs now liveâand huntâalongside humans all over the world. This fragile balance will reshape the future and determine, once and for all, whether human beings are to remain the apex predators on a planet they now share with historyâs most fearsome creatures.",2022-06-01,Released,7.107,2586,"Adventure, Action, Science Fiction, ",147,https://image.tmdb.org/t/p/original/kAVRgw7GgK1CfYEJq8ME6EvRIgU.jpg
40,37724,tt1074638,Skyfall,en,"When Bond's latest assignment goes gravely wrong, agents around the world are exposed and MI6 headquarters is attacked. While M faces challenges to her authority and position from Gareth Mallory, the new Chairman of the Intelligence and Security Committee, it's up to Bond, aided only by field agent Eve, to locate the mastermind behind the attack.",2012-10-25,Released,7.21,13663,"Action, Adventure, Thriller, ",143,https://image.tmdb.org/t/p/original/izrHg2UzxG3YXTBcKFaUbYp9LWA.jpg
41,102382,tt1872181,The Amazing Spider-Man 2,en,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwenâs father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",2014-04-16,Released,6.482,11238,"Action, Adventure, Fantasy, ",142,https://image.tmdb.org/t/p/original/c3e9e18SSlvFd1cQaGmUj5tqL5P.jpg
42,68721,tt1300854,Iron Man 3,en,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",2013-04-18,Released,6.933,19735,"Action, Adventure, Science Fiction, ",130,https://image.tmdb.org/t/p/original/qhPtAc1TKbMPqNvcdXSOn9Bn7hZ.jpg
43,291805,tt3110958,Now You See Me 2,en,"One year after outwitting the FBI and winning the publicâs adulation with their mind-bending spectacles, the Four Horsemen resurface only to find themselves face to face with a new enemy who enlists them to pull off their most dangerous heist yet.",2016-06-02,Released,6.833,9518,"Crime, Thriller, Action, Mystery, ",129,https://image.tmdb.org/t/p/original/A81kDB6a1K86YLlcOtZB27jriJh.jpg
44,463906,tt2569088,The Saint,en,"International master thief, Simon Templar, also known as The Saint, is asked by a desperate rich man to find his kidnapped daughter. However, in addition to evading the authorities, Simon must face a dangerous adversary from his past.",2017-07-11,Released,5.3,246,"Action, Adventure, Crime, ",92,https://image.tmdb.org/t/p/original/n8tsrPLem70exhXHfSausV7FlPx.jpg
45,12092,tt0043274,Alice in Wonderland,en,"On a golden afternoon, young Alice follows a White Rabbit, who disappears down a nearby rabbit hole. Quickly following him, she tumbles into the burrow - and enters the merry, topsy-turvy world of Wonderland! Memorable songs and whimsical escapades highlight Alice's journey, which culminates in a madcap encounter with the Queen of Hearts - and her army of playing cards!",1951-07-28,Released,7.191,5031,"Animation, Family, Fantasy, Adventure, ",75,https://image.tmdb.org/t/p/original/20cvfwfaFqNbe9Fc3VEHJuPRxmn.jpg
46,36668,tt0376994,X-Men: The Last Stand,en,"When a cure is found to treat mutations, lines are drawn amongst the X-Menâled by Professor Charles Xavierâand the Brotherhood, a band of powerful mutants organised under Xavier's former ally, Magneto.",2006-05-24,Released,6.402,8328,"Adventure, Action, Science Fiction, Thriller, ",104,https://image.tmdb.org/t/p/original/7RSSkRpwvkNN5iKO8zACtBA0KhQ.jpg
47,62211,tt1453405,Monsters University,en,A look at the relationship between Mike and Sulley during their days at Monsters University â when they weren't necessarily the best of friends.,2013-06-19,Released,7.024,9212,"Animation, Family, ",104,https://image.tmdb.org/t/p/original/upaMBEonGeZGQc3xtUVZOfe1lGl.jpg
48,8373,tt1055369,Transformers: Revenge of the Fallen,en,"Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols, the Decepticons target him and he is dragged back into the Transformers' war.",2009-06-19,Released,6.138,7216,"Science Fiction, Action, Adventure, ",150,https://image.tmdb.org/t/p/original/pLBb0whOzVDtJvyD4DPeQyQNOqp.jpg
49,91314,tt2109248,Transformers: Age of Extinction,en,"As humanity picks up the pieces, following the conclusion of ""Transformers: Dark of the Moon,"" Autobots and Decepticons have all but vanished from the face of the planet. However, a group of powerful, ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient, powerful Transformer menace sets Earth in his cross-hairs.",2014-06-25,Released,5.889,6823,"Science Fiction, Action, Adventure, ",165,https://image.tmdb.org/t/p/original/jyzrfx2WaeY60kYZpPYepSjGz4S.jpg
50,68728,tt1623205,Oz the Great and Powerful,en,"Oscar Diggs, a small-time circus illusionist and con-artist, is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy, there to save Oz from the clutches of evil.",2013-03-07,Released,5.89,5967,"Fantasy, Adventure, Family, ",130,https://image.tmdb.org/t/p/original/tkzfAUEKoUp4YFNbZV9hfpZOz0z.jpg
51,12113,tt0758774,Body of Lies,en,"The CIAâs hunt is on for the mastermind of a wave of terrorist attacks. Roger Ferris is the agencyâs man on the ground, moving from place to place, scrambling to stay ahead of ever-shifting events. An eye in the sky â a satellite link â watches Ferris.  At the other end of that real-time link is the CIAâs Ed Hoffman, strategizing events from thousands of miles away. And as Ferris nears the target, he discovers trust can be just as dangerous as it is necessary for survival.",2008-10-09,Released,6.619,2491,"Action, Drama, Thriller, ",128,https://image.tmdb.org/t/p/original/sLjVDPPfNQfAma9XyOqHPClQb2V.jpg
52,20526,tt1104001,TRON: Legacy,en,"Sam Flynn, the tech-savvy and daring son of Kevin Flynn, investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra, Sam quests to stop evil dictator Clu from crossing into the real world.",2010-12-14,Released,6.426,6127,"Adventure, Action, Science Fiction, ",125,https://image.tmdb.org/t/p/original/vuifSABRpSnxCAOxEnWpNbZSXpp.jpg
53,49013,tt1216475,Cars 2,en,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,2011-06-11,Released,6.022,6402,"Animation, Family, Adventure, Comedy, ",106,https://image.tmdb.org/t/p/original/okIz1HyxeVOMzYwwHUjH2pHi74I.jpg
54,887357,tt20192230,Green Lantern: Beware My Power,en,"Recently discharged Marine sniper John Stewart is at a crossroads in his life, one which is only complicated by receiving an extraterrestrial ring which grants him the powers of the Green Lantern of Earth. Unfortunately, the ring doesn't come with instructions - but it does come with baggage, like a horde of interplanetary killers bent on eliminating every Green Lantern in the universe. Now, with the aid of the light-hearted Green Arrow, Adam Strange and Hawkgirl, this reluctant soldier must journey into the heart of a galactic Rann/Thanagar war and somehow succeed where all other Green Lanterns have failed.",2022-07-12,Released,7.224,76,"Animation, Action, Science Fiction, ",87,https://image.tmdb.org/t/p/original/nS41LN1m2HYvVotvgOTcbPW2cjL.jpg
55,10193,tt0435761,Toy Story 3,en,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",2010-06-16,Released,7.795,12712,"Animation, Family, Comedy, ",103,https://image.tmdb.org/t/p/original/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg
56,534,tt0438488,Terminator Salvation,en,"All grown up in post-apocalyptic 2018, John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears, his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.",2009-05-20,Released,6.026,5510,"Action, Science Fiction, Thriller, ",117,https://image.tmdb.org/t/p/original/gw6JhlekZgtKUFlDTezq3j5JEPK.jpg
57,168259,tt2820852,Furious 7,en,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,2015-04-01,Released,7.24,9224,"Action, Thriller, Crime, Adventure, ",137,https://image.tmdb.org/t/p/original/ktofZ9Htrjiy0P6LEowsDaxd3Ri.jpg
58,72190,tt0816711,World War Z,en,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",2013-06-20,Released,6.798,13267,"Action, Drama, Horror, Science Fiction, Thriller, ",116,https://image.tmdb.org/t/p/original/1SWBSYJsnyhdNRfLI1T6RsCxAQ4.jpg
59,127585,tt1877832,X-Men: Days of Future Past,en,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past â to save our future.,2014-05-15,Released,7.528,13564,"Action, Adventure, Science Fiction, ",132,https://image.tmdb.org/t/p/original/bvN8iUpHyBIvniUk4e52SUZMA7Z.jpg
60,54138,tt1408101,Star Trek Into Darkness,en,"When the crew of the Enterprise is called back home, they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for, leaving our world in a state of crisis.  With a personal score to settle, Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death, love will be challenged, friendships will be torn apart, and sacrifices must be made for the only family Kirk has left: his crew.",2013-05-05,Released,7.335,8104,"Action, Adventure, Science Fiction, ",132,https://image.tmdb.org/t/p/original/7XrRkhMa9lQ71RszzSyVrJVvhyS.jpg
61,81005,tt1351685,Jack the Giant Slayer,en,"The story of an ancient war that is reignited when a young farmhand unwittingly opens a gateway between our world and a fearsome race of giants. Unleashed on the Earth for the first time in centuries, the giants strive to reclaim the land they once lost, forcing the young man, Jack into the battle of his life to stop them. Fighting for a kingdom, its people, and the love of a brave princess, he comes face to face with the unstoppable warriors he thought only existed in legendâand gets the chance to become a legend himself.",2013-02-27,Released,5.779,4396,"Fantasy, Action, Adventure, Family, ",114,https://image.tmdb.org/t/p/original/xLbVsFpAlwf6khU3gG1yaRBPeC.jpg
62,64682,tt1343092,The Great Gatsby,en,"An adaptation of F. Scott Fitzgerald's Long Island-set novel, where Midwesterner Nick Carraway is lured into the lavish world of his neighbor, Jay Gatsby. Soon enough, however, Carraway will see through the cracks of Gatsby's nouveau riche existence, where obsession, madness, and tragedy await.",2013-05-10,Released,7.384,10650,"Drama, Romance, ",143,https://image.tmdb.org/t/p/original/nimh1rrDDLhgpG8XAYoUZXHYwb6.jpg
63,9543,tt0473075,Prince of Persia: The Sands of Time,en,"A rogue prince reluctantly joins forces with a mysterious princess and together, they race against dark forces to safeguard an ancient dagger capable of releasing the Sands of Time â gift from the gods that can reverse time and allow its possessor to rule the world.",2010-05-19,Released,6.246,5916,"Adventure, Fantasy, Action, ",116,https://image.tmdb.org/t/p/original/lkp1GFmWyf7k2WKvKIQuuGyichI.jpg
64,68726,tt1663662,Pacific Rim,en,"As war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world.",2013-07-11,Released,6.849,10716,"Action, Science Fiction, Adventure, ",131,https://image.tmdb.org/t/p/original/mmznhaQDwlHWpUwKuNxtQiubbmM.jpg
